name_part1,material,name_part2,name_fluid1,technique,direction,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,0.0,24.0,2.0,1573.0,0.1347,0.68
YSZ,Al2O3/ZrO2,,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.11,0.7
gelatin,Gelatin,,water,one-sided,vertical-up,Polymer,polytetrafluoroethylene,,,,,,1.0,72.0,,,0.0038,0.948
TCP,TCP,,water,,,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.797
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.69
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.54
Al2O3,Al2O3,,water,,,Ceramic,,,,,,,1.0,48.0,,,0.27,0.915
HAP,HAP/CP,(Ca10(PO4)6(OH)2),TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,963.0,0.1,0.6
Ag,Ag,,water,one-sided,vertical-up,Metal,"plastic, noi",,,PVA,0.05,77.0,0.0,48.0,,,0.0001,0.959
HAP,HAP,,water,,,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1623.0,0.25,0.88
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.25,0.55
Al2O3,Al2O3,,water,,,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.37,0.5454
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,5.0,48.0,4.0,1573.0,0.2,0.707
CaSiO3,CaSiO3,PCS,water,,,Ceramic,polytetrafluoroethylene,HydroDisperser,0.02,,,243.0,0.0,,3.0,1623.0,0.2,0.75
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.055
WO3,W,,water,,,Metal,Teflon,,,,,258.0,0.0,,,1023.0,0.2,0.645
YSZ,YSZ,,TBA,,,Ceramic,,fish oil,,PVB,,,0.0,,,,0.5,0.89
TiO2,TiO2,,water,,,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1623.0,0.1,0.78
Ca3ZrSi2O9,Ca3ZrSi2O9,,water,,,Ceramic,polyethylene,Dolapix P62,0.03,PVA,0.05,,1.0,,1.0,873.0,0.2,0.5844
Al2O3,Al2O3,,water,,,Ceramic,copper,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.5,1823.0,0.4,0.25
Al2O3,Al2O3,,water,,,Ceramic,polyurethane,Darvan 7,0.012,PVA,0.01,,6.0,,2.0,1523.0,0.2,0.661
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.0788,0.55
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.82
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,0.0,24.0,2.0,1573.0,0.1893,0.6
gelatin,Gelatin,,water,one-sided,vertical-up,Polymer,polytetrafluoroethylene,,,,,,3.0,72.0,,,0.0075,0.99
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.05,0.85
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.73
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,1.0,48.0,4.0,1573.0,0.2,0.732
Al2O3,Al2O3/ZrO2,ZrO2,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.5,0.19
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.2,0.8
Mullite,Mullite,,TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.45,0.67
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.68
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.3127
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,1273.0,0.15,0.82
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1648.0,0.1,0.68
HAP,HAP,,water,,,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1623.0,0.25,0.83
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.66
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.84
PLLA,PLA,,DMSO,one-sided,vertical-up,Polymer,,,,,,77.0,,,,,0.08,0.873
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.8
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.74
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,223.0,0.0,24.0,,1823.0,0.4,0.458
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.8
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.1,0.68
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.6
Al2O3,Al2O3,,water,,,Ceramic,,Darvan 811,0.03,,,253.0,0.0,24.0,5.0,1873.0,0.23,0.639
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.25,0.55
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.78
Yb2SiO5,Yb2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.2,0.804
YSZ,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,3.0,1173.0,0.357,0.054
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.2,0.46
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.837
Si,Si3N4,,water,,,Ceramic,Polydimethylsiloxane,polyvinyl pyrrolidione,0.02,PVA,0.02,,0.0,24.0,16.5,1673.0,0.2,0.7
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.345,0.087
Yb2SiO5,Y2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,823.0,0.2,0.777
LSM,LSM/YSZ,YSZ,water,,,Ceramic,acrylic,Darvan CN,0.02,PEG,0.01,,5.0,12.0,1.0,873.0,0.27,0.519
ZTA,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Dolapix CE 64,0.006,PVA,0.00825,261.0,1.5,12.0,2.0,1873.0,0.175,0.65
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.73
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.73
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.15,0.74
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.83
Al2O3,Al2O3,Al2O3,water,,,Ceramic,,,,,,,10.0,48.0,,,0.27,0.909
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8646
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.58
HAP,HAP/Gelatin,,water,,,Ceramic/Polymer,,Darvan C,0.01,PVA,0.01,263.0,0.0,,2.0,1773.0,0.3,0.43
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.453
chitin,Chitin,,water,,,Polymer,glass,,,PVA,0.012,77.0,0.0,24.0,,,0.0053,0.986
Al2O3,Al2O3,,camphene,,,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,0.0,4.0,1873.0,0.508,0.52
Cordierite,Cordierite,,water,,,Ceramic,"plastic, noi",,,,,223.0,0.0,24.0,2.0,1473.0,0.5,0.93
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,72.0,2.0,1073.0,0.15,0.78
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.88
HAP,HAP,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,,1.0,873.0,0.0734,0.67
HAP,HAP/PMMA,,water,one-sided,vertical-up,Ceramic/Polymer,PTFE,Darvan 811,0.01,PVA,0.01,,5.0,,3.0,1625.0,0.35,0.6
HAP,HAP,,water,,,Ceramic,,,,,,,0.0,,,,0.25,0.668
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.315,0.122
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,48.0,2.0,1773.0,0.15,0.7347
polysiloxane,SiOC,,cyclohexane,one-sided,vertical-up,Polymer,,,,,,238.0,,48.0,4.0,1373.0,0.05,0.914
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1023.0,0.0788,0.72
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.5,,4.0,1623.0,0.25,0.56
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.528
Al2O3,Al2O3,,water,,,Ceramic,polyvinyl chloride,A6114,,,,,0.0,,2.0,2073.0,0.2,0.573
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.65
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.58
Mullite,Mullite,,water,,,Ceramic,,,,,,253.0,0.0,,4.0,1773.0,0.0402,0.92
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.336,0.111
Bioglass,Bioglass,,camphene,,,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,7.0,,1.0,2073.0,0.1,0.5
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,HAP,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,,1.0,873.0,0.1744,0.57
HAP,Bioglass,,water,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,4.0,1373.0,0.1744,0.15
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.25,0.294
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,173.0,0.0,0.0,2.0,1723.0,0.3,0.48
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.48,0.01
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.67
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,,,,0.0,24.0,3.0,873.0,0.2,0.81
Ag,Ag,,water,one-sided,vertical-up,Metal,"plastic, noi",,,PVA,0.05,77.0,0.0,48.0,,,0.001,0.959
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.61
Si4Al2O2N6,Si4Al2O2N6,Al2O3,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,273.0,0.0,96.0,3.0,823.0,0.1,0.713
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.7
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,,,0.1628,0.82
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.3,0.57
Si3N4,Si3N4,Y2O3,water,,,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.62
BaTiO3,BaTiO3,,water,,,Ceramic,,,,,,,0.0,,2.0,1723.0,0.175,0.65
Al2O3,Al2O3,,water,,,Ceramic,,SHMP,0.001,PVA,0.03,218.0,0.0,36.0,2.0,873.0,0.235,0.67
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.13,0.27
Yb2SiO5,Yb2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.2,0.797
Bioglass,Bioglass,,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.2703,0.32
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2073.0,0.2,0.79
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.75
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,,,0.0,36.0,3.0,1373.0,0.3,0.48
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.67
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.3,0.66
HAP,HAP/Collagen,collagen,water,,,Ceramic/Polymer,silicone,,,,,,0.0,0.0,0.5,873.0,0.04,0.95
HAP,BCP,TCP,water,,,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.6
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.54
Bioglass,Bioglass,,water,,,Ceramic,,,,,,,0.0,24.0,2.0,673.0,0.02,0.8395
Al2O3,Al2O3,,water,,,Ceramic,,PAAS,0.02,CMC,0.01,77.0,0.0,0.0,0.5,723.0,0.2,0.4035
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.63
Si3N4,Si3N4,Al2O3,TBA,,,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,473.0,0.1623,0.5
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.8
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,10.0,48.0,4.0,1573.0,0.2,0.697
Cr2O3,Cr3C2,,camphene,,,Ceramic,polyurethane,Hypermer KD 4,0.01,,,298.0,0.0,24.0,15.0,1373.0,0.15,0.85
Yb2SiO5,Yb2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.25,0.712
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.25,0.33
Al2O3,Al2O3,,water,,,Ceramic,PDMS,,,,,,0.0,24.0,2.0,1873.0,0.1,0.69
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.744
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,233.0,0.0,12.0,2.0,1823.0,0.35,0.59
ZrO2,ZrO2,Y2O3,water,one-sided,vertical-up,Ceramic,polypropylene,NOI,0.026,,,243.0,0.0,72.0,2.0,1823.0,0.1607,0.5679
YSZ,YSZ,,TBA,,,Ceramic,,,,PVB,0.005,77.0,0.0,0.0,0.5,723.0,0.15,0.74
chitosan,Chitosan,,water,one-sided,vertical-up,Polymer,PTFE,acetic acid,0.01,,,,4.0,48.0,,,0.0125,0.9819
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.855
YSZ,YSZ,,water,,,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.5
Mullite,Mullite,,TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.26,0.775
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.35,0.42
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2223.0,0.2,0.72
SiO2,SiO2,,water,,,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,1573.0,0.01,0.98
Si3N4,Si3N4,Al2O3,TBA,,,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,473.0,0.0678,0.78
Cordierite,Cordierite,,water,,,Ceramic,"plastic, noi",,,,,223.0,0.0,24.0,2.0,1473.0,0.1,0.78
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,,,,,,0.0,24.0,1.0,773.0,0.1131,0.52
Al2O3,Al2O3/ZrO2,YSZ,water,,,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.62
SiO2,SiO2,,water,,,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,873.0,0.1,0.89
YSZ,YSZ,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.05,0.65
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.78
Al2O3,Al2O3,,water,,,Ceramic,copper,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.0,8873.0,0.2,0.55
Bioglass,Bioglass,,water,,,Ceramic,PVC,Easysperse,0.005,PVA,0.01,253.0,0.0,,,773.0,0.2,0.4
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.63
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,1073.0,0.15,0.82
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.3,0.4
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.685
HAP,HAP,,water,,,Ceramic,silicone,Lopon 885,0.015,gelatin,0.06,255.0,0.0,,3.0,873.0,0.23,0.4665
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.515
chitosan,HAP/Chitosan//PMMA,HAP,water,,,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.621
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,,,0.0,36.0,3.0,1373.0,0.1,0.65
YSZ,YSZ,,TBA,one-sided,vertical-up,Ceramic,,,,PVB,0.005,,,,1.0,1773.0,0.15,0.56
WO3,W,,water,,,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.2,0.5
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.21,0.525
Bioglass,Bioglass,,water,,,Ceramic,,,,,,,0.0,24.0,2.0,673.0,0.16,0.6556
YSZ,YSZ,,water,,,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
gelatin,Gelatin,,water,one-sided,vertical-up,Polymer,polytetrafluoroethylene,,,,,,3.0,72.0,,,0.0038,0.948
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.25,0.29
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.56
HAP,HAP,,water,,,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1673.0,0.25,0.76
Al2O3,Al2O3,,water,,,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.525,0.22
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,10.0,24.0,3.0,873.0,0.2,0.5
Al2O3,Al2O3,,water,,,Ceramic,"plastic, noi",AFP,,,,233.0,0.0,,2.0,1573.0,0.1,0.86
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1773.0,0.4,0.379
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.16,0.623
YSZ,YSZ,,TBA,,,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.78
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.15,0.494
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.16,0.64
Al2O3,Al2O3,,Glycerine Ether,,,Ceramic,,,,polyethylene-imine,0.1,253.0,0.0,,3.0,1773.0,0.33,0.44
Al2O3,Al2O3,,water,,,Ceramic,PTFE,,,,,193.0,1.0,72.0,0.5,2323.0,0.4,0.32
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.55
polysiloxane,SiOC,,TBA,one-sided,vertical-up,Polymer,,,,,,238.0,,48.0,4.0,1373.0,0.4,0.637
Al2O3,Al2O3,Mullite,water,,,Ceramic,aluminum,polyacrylic acid,,,,,0.0,0.0,5.0,1873.0,0.425,0.655
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisper A160,,PVA,0.01,,0.0,36.0,3.0,1123.0,0.2,0.67
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,233.0,1.0,48.0,1.0,1873.0,0.315,0.111
Al2O3,Al2O3,,water,,,Ceramic,,Darvan 812A,0.01,,,,0.0,,2.0,1563.0,0.3,0.78
YSZ,YSZ,,water,,,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,25.0,48.0,5.0,773.0,0.27,0.515
YSZ,YSZ,,TBA,,,Ceramic,,,,PVB,0.005,77.0,0.0,0.0,0.5,723.0,0.15,0.75
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.658
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.1,0.51
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,1.0,24.0,3.0,873.0,0.2,0.7
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisperser,0.05,PVA,0.01,83.0,0.0,24.0,3.0,1173.0,0.1,0.5
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.07,0.72
HAP,HAP/CP,(Ca10(PO4)6(OH)2),TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,963.0,0.1,0.69
Al2O3,Al2O3,,water,,,Ceramic,,Duramax D3005,0.008,,,77.0,0.0,24.0,2.0,1873.0,0.35,0.41
Al2O3,Al2O3,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,,,,276.0,0.0,,4.0,523.0,0.2,0.65
Al2O3,Al2O3,,water,,,Ceramic,,PAAS,0.02,CMC,0.01,77.0,0.0,0.0,0.5,723.0,0.2,0.625
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.15,0.331
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,,,,,77.0,0.0,72.0,2.0,1773.0,0.25,0.47
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
Mullite,Mullite,,TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.3488,0.67
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
Mullite,Mullite,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,2.0,1773.0,0.1583,0.65
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.63
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.19,0.64
Al2O3,Al2O3,,water,,,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.475,0.28
